City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,warwick,41.7001,-71.4162,280.41,51,20,7.72,US,1702407643
366,concepcion,-36.827,-73.0498,293.04,52,0,8.75,CL,1702407810
367,nyachera,-0.9,30.4167,290.66,91,99,0.53,UG,1702407923
368,mossel bay,-34.1831,22.146,289.11,65,54,2.7,ZA,1702407923
369,san fernando de apure,7.8878,-67.4724,309.83,34,50,3.73,VE,1702407923
370,tavda,58.0425,65.2726,249.09,84,100,3.58,RU,1702407738
371,chibougamau,49.9168,-74.3659,265.94,86,100,5.14,CA,1702407909
372,dryden,49.7833,-92.7503,263.31,79,100,6.17,CA,1702407803
373,ji'an,27.1172,114.9793,281.7,83,100,1.68,CN,1702407924
374,camabatela,-8.1881,15.375,290.39,98,100,0.85,AO,1702407924
375,ciudad lazaro cardenas,17.9583,-102.2,304.9,41,16,1.54,MX,1702407924
376,kas,36.2018,29.6377,287.51,58,12,2.9,TR,1702407924
377,usogorsk,63.4106,48.6872,260.19,93,100,3.96,RU,1702407924
378,hanceville,34.0607,-86.7675,287.38,34,50,1.52,US,1702407925
379,dolores,-36.3132,-57.6792,304.53,38,7,4.99,AR,1702407925
380,puerto aysen,-45.4,-72.7,284.98,82,100,2.62,CL,1702407925
381,vernon,50.2581,-119.2691,275.16,70,100,1.79,CA,1702407917
382,chinde,26.8418,88.0763,283.69,71,63,1.92,NP,1702407925
383,tolanaro,-25.0319,46.9987,300.19,83,20,7.2,MG,1702407926
384,nagaur,27.2,73.7333,290.11,30,89,2.44,IN,1702407926
385,santa cruz,-17.8,-63.1667,310.18,39,40,7.72,BO,1702407914
386,as sulayyil,20.4607,45.5779,291.29,21,8,3.77,SA,1702407926
387,coruripe,-10.1256,-36.1756,302.45,58,7,5.1,BR,1702407926
388,aginskoye,51.1,114.53,245.21,94,5,1.36,RU,1702407927
389,vorgashor,67.5833,63.95,255.44,95,100,5.58,RU,1702407927
390,tual,-5.6667,132.75,301.26,82,100,5.8,ID,1702407927
391,dalandzadgad,43.5708,104.425,261.38,85,83,2.7,MN,1702407928
392,san justo,-30.7891,-60.5919,306.47,58,31,7.15,AR,1702407928
393,karratha,-20.7377,116.8463,299.74,71,3,8.93,AU,1702407928
394,ugoofaaru,5.6667,73.0,300.18,77,92,3.13,MV,1702407928
395,rauma,61.1272,21.5113,264.17,91,100,3.9,FI,1702407928
396,taungdwingyi,20.0167,95.55,295.46,88,1,1.42,MM,1702407928
397,vilyuysk,63.7553,121.6247,241.05,98,98,3.2,RU,1702407929
398,novozavedennoye,44.2628,43.6381,272.76,95,100,6.78,RU,1702407929
399,la ronge,55.1001,-105.2842,261.29,61,20,2.57,CA,1702407929
400,yuxia,34.0615,108.6291,276.49,83,100,5.92,CN,1702407930
401,enterprise,36.0252,-115.2419,288.51,21,20,2.06,US,1702407930
402,kot samaba,28.5522,70.4684,289.34,24,12,4.02,PK,1702407930
403,east ballina,-28.8667,153.5833,289.85,99,100,1.12,AU,1702407930
404,loushanguan,28.1375,106.82,283.54,92,96,2.57,CN,1702407930
405,hereford,52.0568,-2.7148,282.23,93,100,1.79,GB,1702407846
406,puerto ayacucho,5.6639,-67.6236,307.69,46,62,1.46,VE,1702407931
407,island harbour,50.724,-1.2758,282.19,90,18,1.34,GB,1702407931
408,shenjiamen,29.9576,122.298,283.01,71,100,2.98,CN,1702407931
409,zouerate,22.7187,-12.4521,295.94,15,87,3.95,MR,1702407931
410,lompoc,34.6391,-120.4579,294.78,57,0,1.79,US,1702407924
411,dubbo,-32.25,148.6167,294.22,78,78,6.69,AU,1702407932
412,samara,53.0,50.0,255.48,78,100,6.85,RU,1702407932
413,semporna,4.4818,118.6112,299.05,89,100,2.23,MY,1702407932
414,trinidad,-14.8333,-64.9,306.14,62,40,3.09,BO,1702407932
415,cobh,51.8572,-8.2992,281.73,93,75,8.75,IE,1702407933
416,gazipasa,36.2694,32.3179,286.2,94,75,2.06,TR,1702407933
417,jalalpur,32.6374,74.2183,284.08,93,0,0.0,PK,1702407933
418,riviere-du-loup,47.8304,-69.5342,269.64,79,86,9.77,CA,1702407767
419,usinsk,65.9939,57.5281,257.08,95,100,8.49,RU,1702407681
420,luanda,-8.8368,13.2343,300.15,83,20,2.06,AO,1702407934
421,pokrovsk,48.282,37.1758,273.34,89,100,5.9,UA,1702407934
422,walvis bay,-22.9575,14.5053,290.42,86,5,2.19,NA,1702407935
423,la'ie,21.6477,-157.9253,299.85,77,2,0.89,US,1702407935
424,sakon nakhon,17.3333,103.8333,294.37,77,64,3.07,TH,1702407935
425,port lincoln,-34.7333,135.8667,290.69,67,32,5.36,AU,1702407935
426,flin flon,54.7682,-101.865,257.06,85,75,1.54,CA,1702407936
427,aral,40.5156,81.2636,271.35,54,96,5.7,CN,1702407936
428,chegdomyn,51.1167,133.0167,239.36,100,94,0.97,RU,1702407936
429,watsa,3.0372,29.5355,293.72,86,100,1.42,CD,1702407936
430,krasnopillya,50.7746,35.2597,273.18,97,100,5.51,UA,1702407936
431,ibradi,37.0969,31.5992,279.25,87,100,0.89,TR,1702407936
432,nuku'alofa,-21.1333,-175.2,296.34,94,20,1.03,TO,1702407937
433,bodri,23.1667,81.4333,288.46,62,100,1.58,IN,1702407937
434,labasa,-16.4167,179.3833,297.63,77,26,1.09,FJ,1702407937
435,porbandar,21.6422,69.6093,294.31,41,7,3.87,IN,1702407937
436,essaouira,31.5125,-9.77,295.87,33,26,0.51,MA,1702407938
437,kapuskasing,49.4169,-82.4331,265.2,79,100,6.17,CA,1702407938
438,axim,4.8699,-2.2405,300.58,77,4,2.49,GH,1702407938
439,ebon,4.582,168.6964,300.69,81,100,8.67,MH,1702407938
440,mil'kovo,55.6078,37.7956,265.61,91,100,6.67,RU,1702407938
441,abashiri,44.0213,144.2697,270.8,61,29,8.25,JP,1702407938
442,kedougou,12.5579,-12.1743,308.47,21,0,2.06,SN,1702407938
443,juneau,58.3019,-134.4197,277.15,83,100,11.32,US,1702407209
444,sambava,-14.2667,50.1667,298.67,84,100,1.06,MG,1702407939
445,paramonga,-10.6667,-77.8333,296.12,74,47,4.87,PE,1702407939
446,quarai,-30.3875,-56.4514,304.54,45,0,4.97,BR,1702407939
447,ubari,26.5921,12.7805,286.08,37,0,1.46,LY,1702407940
448,vilyuchinsk,52.9306,158.4028,261.3,85,100,1.53,RU,1702407940
449,nelson bay,-32.7167,152.15,294.82,94,6,3.58,AU,1702407940
450,howrah,22.5892,88.3103,290.15,82,0,0.0,IN,1702407940
451,cox's bazar,21.4532,91.9798,296.65,57,0,4.1,BD,1702407920
452,prince rupert,54.3161,-130.3201,281.98,79,100,21.09,CA,1702407941
453,tufanganj,26.3167,89.6667,291.24,71,5,1.65,IN,1702407941
454,borogontsy,62.6683,131.1683,241.33,97,100,2.97,RU,1702407941
455,aksu,41.1231,80.2644,269.84,65,0,2.58,CN,1702407941
456,san luis de la loma,17.2706,-100.8939,306.05,44,72,2.45,MX,1702407942
457,ankang,32.68,109.0172,279.91,81,100,2.58,CN,1702407786
458,erenhot,43.6475,111.9767,262.35,66,99,7.43,CN,1702407942
459,serrinha,-11.6642,-39.0075,304.74,39,98,6.06,BR,1702407942
460,turpan,42.9333,89.1667,273.74,41,100,1.82,CN,1702407943
461,yuanping,38.7153,112.7575,268.0,95,100,0.89,CN,1702407943
462,aswan,24.0934,32.907,292.76,39,0,3.09,EG,1702407716
463,turkmenabat,39.0733,63.5786,260.14,52,0,4.12,TM,1702407674
464,pathein,16.7833,94.7333,298.31,83,27,3.33,MM,1702407943
465,bandarbeyla,9.4942,50.8122,298.37,69,55,8.1,SO,1702407657
466,pizarro,4.9533,-77.366,302.06,80,52,3.85,CO,1702407943
467,arteche,12.2645,125.4048,299.44,88,4,5.08,PH,1702407944
468,al hazm,16.1641,44.7769,290.67,23,92,1.34,YE,1702407944
469,nanyamba,-10.6833,39.8333,295.68,97,13,1.02,TZ,1702407944
470,worland,44.0169,-107.9554,276.79,83,0,1.54,US,1702407804
471,brookings,44.3114,-96.7984,271.69,47,0,2.57,US,1702407677
472,polyarnyy,69.1989,33.4478,256.65,100,67,4.8,RU,1702407944
473,les anglais,18.3054,-74.2197,301.54,74,91,1.59,HT,1702407944
474,luganville,-15.5333,167.1667,294.7,86,88,0.7,VU,1702407945
475,newman,37.3138,-121.0208,286.61,44,0,2.15,US,1702407945
476,lagos,6.5833,3.75,300.33,71,5,1.65,NG,1702407873
477,peace river,56.2501,-117.286,270.32,74,75,5.66,CA,1702407647
478,balabac,7.9868,117.0645,300.97,76,6,7.27,PH,1702407945
479,olinda,-8.0089,-34.8553,302.0,70,40,5.66,BR,1702407789
480,rio grande,-32.035,-52.0986,303.21,71,1,8.72,BR,1702407751
481,kampong thom,12.7111,104.8887,296.28,74,77,2.32,KH,1702407945
482,eldorado,-23.7869,-54.2836,304.61,56,42,2.4,BR,1702407946
483,paracale,14.2804,122.7881,299.21,86,13,4.69,PH,1702407946
484,paciran,-6.8767,112.3761,299.84,83,15,2.8,ID,1702407946
485,hrubieszow,50.805,23.8925,275.08,97,100,3.66,PL,1702407946
486,bam,29.106,58.357,286.84,27,100,1.28,IR,1702407946
487,mbekenyera,-10.0,38.9833,296.3,97,100,1.65,TZ,1702407946
488,copala,16.65,-98.9833,303.97,48,0,3.35,MX,1702407946
489,sumbe,-11.2061,13.8437,299.21,85,43,1.43,AO,1702407947
490,brak,27.5496,14.2714,289.21,32,0,1.54,LY,1702407947
491,sault ste. marie,46.5168,-84.3333,271.46,74,100,11.32,CA,1702407747
492,happy valley-goose bay,53.3168,-60.3315,270.32,80,100,5.14,CA,1702407947
493,archidona,37.0965,-4.3887,289.46,83,9,0.89,ES,1702407947
494,farasan,16.7022,42.1183,300.96,63,100,2.49,SA,1702407947
495,ponta delgada,37.7333,-25.6667,288.55,72,40,5.14,PT,1702407947
496,carbonear,47.7332,-53.2148,278.29,80,100,12.39,CA,1702407947
497,alice springs,-23.7,133.8833,290.9,59,0,0.51,AU,1702407948
498,laktasi,44.9081,17.3008,280.07,100,20,1.03,BA,1702407948
499,katsuren-haebaru,26.3369,127.8719,294.16,74,100,3.6,JP,1702407948
500,ostersund,63.1792,14.6357,265.4,100,100,2.06,SE,1702407948
501,ujae,8.9322,165.7642,300.73,72,100,9.82,MH,1702407948
502,boca do acre,-8.7522,-67.3978,308.45,43,81,1.19,BR,1702407831
503,cidade velha,14.9167,-23.6167,299.41,50,0,6.69,CV,1702407948
504,izazi,-7.2,35.7333,299.51,61,89,2.1,TZ,1702407948
505,mount gambier,-37.8333,140.7667,289.26,98,100,0.94,AU,1702407949
506,kolonia,50.9333,6.95,284.2,89,20,3.6,DE,1702407949
507,ancud,-41.8697,-73.8203,284.64,71,0,7.34,CL,1702407949
508,lake havasu city,34.4839,-114.3224,292.72,22,0,0.89,US,1702407778
509,tarauaca,-8.1614,-70.7656,304.23,65,100,1.17,BR,1702407949
510,sant lluis,39.8526,4.2594,289.37,100,0,3.6,ES,1702407949
511,chippewa falls,44.9369,-91.3929,271.58,63,0,5.14,US,1702407901
512,inarajan village,13.2736,144.7484,300.23,92,89,8.04,GU,1702407949
513,copiapo,-27.3667,-70.3333,292.98,25,71,4.86,CL,1702407949
514,gadzhiyevo,69.2551,33.3362,262.88,96,83,6.68,RU,1702407949
515,praia da vitoria,38.7333,-27.0667,287.46,82,40,7.56,PT,1702407950
516,nyala,12.05,24.8833,295.86,18,24,6.13,SD,1702407950
517,waingapu,-9.6567,120.2641,299.68,85,88,1.62,ID,1702407950
518,angaur state,6.906,134.13,301.74,76,100,8.68,PW,1702407950
519,boa vista,2.8197,-60.6733,306.14,49,40,2.06,BR,1702407830
520,esqueda,30.7167,-109.5833,293.1,17,100,4.66,MX,1702407950
521,kristinestad,62.2743,21.376,261.54,91,100,3.92,FI,1702407951
522,tucuma,-0.1833,-50.05,304.39,58,6,4.98,BR,1702407913
523,bellampalli,19.0558,79.493,292.64,63,100,0.19,IN,1702407951
524,astorga,-23.2325,-51.6656,303.28,47,19,2.11,BR,1702407831
525,ushachy,55.1786,28.6035,273.72,99,100,3.05,BY,1702407951
526,dipayal,29.2608,80.94,283.45,65,40,1.35,NP,1702407951
527,minab,27.1467,57.0801,294.82,48,91,0.35,IR,1702407951
528,"laikit, laikit ii (dimembe)",1.4792,124.9735,295.62,100,40,0.51,ID,1702407951
529,port augusta,-32.5,137.7667,294.18,42,23,3.32,AU,1702407951
530,alofi,-19.0595,-169.9187,298.09,88,75,1.03,NU,1702407952
531,basudebpur,21.1353,86.7386,290.95,53,62,1.55,IN,1702407952
532,mbanza-ngungu,-5.25,14.8667,293.22,96,18,0.47,CD,1702407952
533,puerto la cruz,10.2167,-64.6167,300.39,77,1,3.47,VE,1702407952
534,kourou,5.1552,-52.6478,303.18,70,88,4.02,GF,1702407952
535,ad darb,17.7229,42.2526,299.93,66,10,0.84,SA,1702407952
536,nova sintra,14.8667,-24.7167,295.67,67,4,4.9,CV,1702407952
537,myeik,12.4333,98.6,298.41,84,12,1.66,MM,1702407952
538,kailua-kona,19.6406,-155.9956,300.1,70,20,3.09,US,1702407953
539,hirara,24.8,125.2833,294.3,78,100,8.23,JP,1702407953
540,kaesong,37.9708,126.5544,274.96,82,4,1.88,KP,1702407953
541,eyl,7.9803,49.8164,298.56,72,57,7.5,SO,1702407953
542,abu qurqas,27.9312,30.8384,289.51,47,0,3.87,EG,1702407953
543,akureyri,65.6835,-18.0878,269.11,74,0,3.6,IS,1702407953
544,conceicao da barra,-18.5933,-39.7322,301.72,65,6,5.93,BR,1702407692
545,ain oussera,35.4514,2.9058,291.16,31,100,2.43,DZ,1702407954
546,yaren,-0.5472,166.916,302.01,75,100,5.04,NR,1702407954
547,kolonia town,6.964,158.206,301.47,82,54,8.62,FM,1702407954
548,vanino,49.0869,140.2543,252.0,70,2,4.97,RU,1702407954
549,samut sakhon,13.5833,100.3,302.14,76,100,0.81,TH,1702407954
550,fort bragg,35.139,-79.006,285.32,47,2,0.89,US,1702407754
551,bang saphan,11.2126,99.5117,296.81,91,28,0.87,TH,1702407954
552,onguday,50.75,86.15,251.46,98,85,0.42,RU,1702407954
553,raduzhnyy,62.0961,77.475,250.77,88,100,5.05,RU,1702407954
554,balkashino,52.5167,68.7667,242.36,94,14,0.85,KZ,1702407955
555,mae hong son,19.3003,97.9685,294.1,98,42,0.47,TH,1702407955
556,lanark,55.6737,-3.7817,279.05,95,100,6.32,GB,1702407955
557,manokwari,-0.8667,134.0833,298.77,89,100,3.26,ID,1702407955
558,egilsstadir,65.2653,-14.3948,263.1,79,0,2.57,IS,1702407799
559,porto belo,-27.1578,-48.5531,301.31,72,0,3.04,BR,1702407955
560,bismarck,46.8083,-100.7837,269.07,64,100,6.17,US,1702407955
561,alapayevsk,57.8516,61.6963,253.59,76,100,3.91,RU,1702407956
562,kandra,22.85,86.05,289.29,54,1,0.52,IN,1702407956
563,tougan,13.0667,-3.0667,298.79,16,5,4.21,BF,1702407956
564,funafuti,-8.5243,179.1942,302.15,84,75,1.03,TV,1702407813
565,monte alegre,-2.0078,-54.0692,308.99,35,81,3.02,BR,1702407956
566,hazorasp,41.3194,61.0742,256.06,48,100,8.72,UZ,1702407956
567,piti village,13.4626,144.6933,300.18,86,0,3.6,GU,1702407956
568,sinabang,2.4803,96.3801,298.54,88,100,2.32,ID,1702407957
569,barcelos,41.5388,-8.6151,288.23,91,100,2.74,PT,1702407957
570,portland,45.5234,-122.6762,285.08,73,20,9.26,US,1702407957
571,guapiles,10.2159,-83.7866,304.95,95,100,1.83,CR,1702407956
572,mando,10.7167,6.5667,295.53,18,5,3.99,NG,1702407957
573,antonio enes,-16.2325,39.9086,300.8,80,41,5.42,MZ,1702407746
574,timiryazevskoye,56.49,84.8769,241.96,79,48,0.8,RU,1702407958
575,amarpur,25.0333,86.9,289.19,41,0,1.82,IN,1702407958
576,north la crosse,43.8464,-91.2482,274.52,54,0,3.6,US,1702407958
577,huntington,38.4193,-82.4452,284.65,43,0,4.63,US,1702407958
578,zhaoqing,23.0512,112.4597,290.64,73,77,1.64,CN,1702407958
579,howard springs,-12.497,131.047,299.1,96,100,1.9,AU,1702407958
580,yemva,62.59,50.8594,259.42,94,100,4.51,RU,1702407958
581,pontarlier,46.8333,6.25,280.9,96,100,5.18,FR,1702407958
582,batu pahat,1.8548,102.9325,297.04,95,100,2.24,MY,1702407959
583,darnah,32.767,22.6367,292.42,75,79,10.86,LY,1702407959
584,sassandra,4.95,-6.0833,298.81,84,9,1.72,CI,1702407959
585,anyama,5.4946,-4.0518,299.6,71,21,2.38,CI,1702407959
586,surab,28.4914,66.2585,281.9,25,100,4.05,PK,1702407959
587,manaure,11.7751,-72.4445,300.22,82,0,11.19,CO,1702407959
588,aur,8.1499,171.1687,300.82,80,100,10.19,MH,1702407959
589,kanniyakumari,8.0833,77.5667,299.52,79,100,9.07,IN,1702407960
590,mapimi,25.8167,-103.85,292.6,38,16,3.37,MX,1702407960
591,paros,37.0833,25.15,287.76,84,20,2.57,GR,1702407770
592,tosno,59.54,30.8775,269.05,96,100,3.37,RU,1702407960
593,botolan,15.2896,120.0245,298.88,76,11,1.92,PH,1702407960
594,toledo,39.8333,-4.0,287.21,76,100,7.28,ES,1702407566
595,coyhaique,-45.5752,-72.0662,288.12,44,75,3.09,CL,1702407917
596,faya-largeau,17.9257,19.1043,293.37,26,0,8.92,TD,1702407961
597,facatativa,4.8137,-74.3545,294.9,63,62,2.71,CO,1702407961
598,humaita,-7.5061,-63.0208,307.47,48,98,0.42,BR,1702407961
599,myski,53.709,87.8014,241.82,100,41,0.61,RU,1702407961
